00000:Amendments	AmendTotal	Archive	Branch	Calculated Price	Client	Code	Contact	Current Date	Date Entered	Date Finished	Drawn?	export_flag	Price	Property Address	Property Area	Property Value	record_id	Status	Time
00279:			Stourbridge	25	Ian Perks	p1-IPerks	Chris Biddle	20.02.2010	04.05.2010	06.05.2010	Michael	no	25	34 Delph Road		3	12627233	Email Approved	16:52:41
00280:			Stourbridge	20	Ian Perks	p1-IPerks	Chris Biddle	20.02.2010	07.05.2010	10.05.2010	Michael	no	20	6 Prospect Gardens		2	12627288	Email Approved	11:09:09
00281:			Stourbridge	15	Ian Perks	p1-IPerks	Chris Biddle	20.02.2010	25.05.2010	26.05.2010	Mirek	no	15	13 St Giles Road		1	12627585	Email Approved	12:25:49
00282:			Stourbridge	20	Ian Perks	p1-IPerks	Chris Biddle	20.02.2010	26.05.2010	Not Completed	Michael	no	20	5 Fox Covert		2	12627623	Faxed	14:59:20
00283:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	26.05.2010	Not Completed	Mirek	no	20	21 Elm Avenue			12627626	Being Drawn	15:43:54
00284:		7.5	kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	04.05.2010	04.05.2010	Bev	no		8b Curzon Road (Archive)			12627225	Email Approved	14:38:31
00285:2	5.5		kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	04.05.2010	04.05.2010	Bev	no		8b Curzon Road (Reformat)			12627226	Email Approved	14:39:40
00286:		7.5	kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	05.05.2010	06.05.2010	Bev	no		6 Brookfield Road (Reformatted Archive)			12627251	Email Approved	16:09:21
00287:2	5.5		kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	05.05.2010	06.05.2010	Bev	no		6 Brookfield Road (Alterations)			12627252	Email Approved	16:09:47
00288:		7.5	kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	06.05.2010	06.05.2010	Bev	no		Flat 4 95 Ennisdale Drive (Reformatted Archive)			12627262	Email Approved	09:03:07
00289:2	5.5		kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	06.05.2010	06.05.2010	Bev	no		Flat 4 95 Ennisdale Drive (Alterations)			12627263	Email Approved	09:03:07
00290:		7.5	kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	10.05.2010	10.05.2010	Bev	no		13 New Heyes (Reformatted Archive)			12627316	Email Approved	13:12:55
00291:2	5.5		kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	10.05.2010	10.05.2010	Bev	no		13 New Heyes (Alterations)			12627317	Email Approved	13:13:12
00292:		7.5	kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	12.05.2010	12.05.2010	Bev	no		46 The Meadow (Archive)			12627373	Email Approved	10:38:13
00293:2	5.5		kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	12.05.2010	12.05.2010	Bev	no		46 The Meadow (Reformat)			12627374	Email Approved	10:38:31
00294:		7.5	kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	12.05.2010	13.05.2010	Bev	no		20A Rocky Lane South (Archive)			12627389	Email Approved	15:59:03
00295:		7.5	kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	17.05.2010	17.05.2010	Bev	no		88 Irby Road (Archive)			12627457	Email Approved	14:41:20
00296:2	5.5		kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	17.05.2010	17.05.2010	Bev	no		88 Irby Road (Reformat)			12627458	Email Approved	14:41:30
00297:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	20.05.2010	21.05.2010	Bev	no	20	64 Warren Drive			12627512	Email Approved	14:16:08
00298:		7.5	kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	20.05.2010	20.05.2010	Bev	no		9 Fernwood Church Road (Reformatted Archive)			12627517	Email Approved	15:12:48
00299:2	5.5		kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	20.05.2010	20.05.2010	Bev	no		9 Fernwood Church Road (Alterations)			12627518	Email Approved	15:13:13
00300:		7.5	kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	20.05.2010	20.05.2010	Bev	no		1 Dingwall Drive (Archive)			12627519	Email Approved	15:31:38
00301:		7.5	kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	22.05.2010	22.05.2010	Bev	no		1 Butterton Avenue (Archive)			12627554	Email Approved	10:08:54
00302:2	5.5		kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	22.05.2010	22.05.2010	Bev	no		1 Butterton Avenue (Reformat)			12627555	Email Approved	10:09:13
00303:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	02.05.2010	11.05.2010	Dylan	no	20	20 Kirby Park			12627209	Email Approved	08:43:43
00304:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	02.05.2010	11.05.2010	Dylan	no	20	21 Bridge Road			12627210	Email Approved	08:44:49
00305:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	10.05.2010	11.05.2010	Dylan	no	20	23 Haddon Drive			12627313	Email Approved	12:19:05
00306:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	10.05.2010	11.05.2010	Dylan	no	20	Quinterel Badgers Rake Lane			12627314	Email Approved	12:21:28
00307:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	10.05.2010	17.05.2010	Dylan	no	20	6 Milton Road			12627318	Email Approved	14:32:19
00308:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	10.05.2010	11.05.2010	Dylan	no	20	17 Oak Court			12627327	Email Approved	21:10:36
00309:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	14.05.2010	17.05.2010	Dylan	no	20	10 Sevenacres Lane			12627419	Email Approved	10:29:35
00310:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	14.05.2010	17.05.2010	Dylan	no	20	6 Penman Drive			12627420	Email Approved	10:30:32
00311:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	14.05.2010	17.05.2010	Dylan	no	20	2 Mere Farm Road			12627421	Email Approved	10:31:20
00312:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	17.05.2010	18.05.2010	Dylan	no	20	3 Highfields			12627437	Email Approved	08:15:38
00313:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	20.05.2010	21.05.2010	Dylan	no	20	2 Leeswood Road			12627522	Email Approved	16:09:50
00314:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	22.05.2010	24.05.2010	Kate	no	20	10 Hawksmore Close			12627558	Email Approved	12:04:01
00315:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	24.05.2010	25.05.2010	Kate	no	20	Flat 2 5 Valencia Road			12627569	Email Approved	16:07:51
00316:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	24.05.2010	25.05.2010	Kate	no	20	5 Hazel Road			12627570	Email Approved	16:08:29
00317:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	24.05.2010	25.05.2010	Kate	no	20	5 Leas Park			12627571	Email Approved	16:08:58
00318:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	24.05.2010	25.05.2010	Kate	no	20	GFF 2c Queen Court Queens Road			12627573	Email Approved	16:24:33
00319:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	25.05.2010	26.05.2010	Kate	no	20	1 Garden Hey Road			12627594	Email Approved	13:20:10
00320:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	02.05.2010	11.05.2010	Michael	no	20	18 Tanworth Grove			12627213	Email Approved	08:49:28
00321:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	02.05.2010	11.05.2010	Michael	no	20	12 Mere Park			12627214	Email Approved	08:50:34
00322:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	05.05.2010	06.05.2010	Michael	no	20	9 Bradman Road			12627234	Email Approved	06:28:53
00323:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	05.05.2010	06.05.2010	Michael	no	20	1 Dawstone Court			12627244	Email Approved	13:32:27
00324:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	05.05.2010	06.05.2010	Michael	no	20	16 Cheshire Way			12627245	Email Approved	13:32:59
00325:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	05.05.2010	07.05.2010	Michael	no	20	2 West Brow			12627246	Email Approved	13:38:27
00326:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	05.05.2010	07.05.2010	Michael	no	20	35 Millhouse Close			12627250	Email Approved	16:07:59
00327:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	05.05.2010	11.05.2010	Michael	no	20	128 Ennisdale Drive			12627253	Email Approved	16:24:31
00328:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	06.05.2010	11.05.2010	Michael	no	20	106 Thingwall Road			12627279	Email Approved	16:41:46
00329:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	06.05.2010	11.05.2010	Michael	no	20	5 Langdale Avenue			12627280	Email Approved	16:42:24
00330:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	06.05.2010	11.05.2010	Michael	no	20	16 Mill Lane			12627281	Email Approved	16:42:54
00331:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	06.05.2010	11.05.2010	Michael	no	20	6 Circular Drive			12627284	Email Approved	16:48:44
00332:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	10.05.2010	10.05.2010	Michael	no	20	The Moorings 32 Mount Road			12627303	Email Approved	08:57:15
00333:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	10.05.2010	14.05.2010	Michael	no	20	Well House Well Lane			12627312	Email Approved	12:17:47
00334:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	11.05.2010	12.05.2010	Michael	no	20	12 Cloughton Drive			12627346	Email Approved	12:07:30
00335:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	11.05.2010	12.05.2010	Michael	no	20	Eleanor Road			12627356	Email Approved	15:23:27
00336:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	11.05.2010	17.05.2010	Michael	no	20	14 Red Dale			12627358	Email Approved	15:26:00
00337:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	11.05.2010	12.05.2010	Michael	no	20	2 Thingwall Grange			12627359	Email Approved	15:26:38
00338:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	12.05.2010	13.05.2010	Michael	no	20	7 Chidden Close			12627383	Email Approved	15:50:48
00339:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	12.05.2010	13.05.2010	Michael	no	20	21 Selbourne Close			12627384	Email Approved	15:51:25
00340:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	12.05.2010	13.05.2010	Michael	no	20	4 Grammar School Lane			12627386	Email Approved	15:52:54
00341:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	12.05.2010	13.05.2010	Michael	no	20	8 Lake Road			12627387	Email Approved	15:53:31
00342:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	13.05.2010	14.05.2010	Michael	no	20	2 Berkley Villas			12627397	Email Approved	09:09:00
00343:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	13.05.2010	14.05.2010	Michael	no	20	77 Meadowbrook Road			12627403	Email Approved	11:21:21
00344:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	17.05.2010	17.05.2010	Michael	no	20	16 Logon House			12627438	Email Approved	08:20:35
00345:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	17.05.2010	24.05.2010	Michael	no	20	Westbrook			12627444	Email Approved	10:25:26
00346:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	17.05.2010	18.05.2010	Michael	no	20	Little Storeton Lane			12627455	Email Approved	14:38:52
00347:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	17.05.2010	19.05.2010	Michael	no	20	26 Baden Court			12627456	Email Approved	14:40:50
00348:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	18.05.2010	19.05.2010	Michael	no	20	Apt 1 108 Meols Drive			12627461	Email Approved	08:29:43
00349:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	18.05.2010	18.05.2010	Michael	no	20	16 Millers Way			12627462	Email Approved	08:51:45
00350:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	18.05.2010	19.05.2010	Michael	no	20	9 Heathbank Avenue			12627470	Email Approved	15:15:21
00351:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	19.05.2010	20.05.2010	Michael	no	20	56 Manor Drive			12627488	Email Approved	12:11:10
00352:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	19.05.2010	20.05.2010	Michael	no	20	Apt 5 Millcroft Park			12627490	Email Approved	14:15:22
00353:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	20.05.2010	20.05.2010	Michael	no	20	3 Miles Close			12627498	Email Approved	08:30:16
00354:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	21.05.2010	21.05.2010	Michael	no	20	88 Overchurch Road			12627534	Email Approved	10:21:20
00355:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	21.05.2010	24.05.2010	Michael	no	20	54 Upton Road			12627539	Email Approved	13:04:51
00356:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	21.05.2010	24.05.2010	Michael	no	20	5 Slessor Avenue			12627546	Email Approved	14:45:04
00357:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	21.05.2010	24.05.2010	Michael	no	20	Longacre Gorsefield Avenue			12627547	Email Approved	16:35:21
00358:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	21.05.2010	24.05.2010	Michael	no	20	348a Pensby Road			12627548	Email Approved	16:35:57
00359:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	22.05.2010	24.05.2010	Michael	no	20	12 Lombardy Avenue			12627552	Email Approved	10:04:21
00360:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	26.05.2010	27.05.2010	Mirek	no	20	Silver Hill Gayton Lane			12627606	Email Approved	09:34:27
00361:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	26.05.2010	27.05.2010	Mirek	no	20	25 Leaway			12627607	Email Approved	09:35:22
00362:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	27.05.2010	Not Completed		no	20	11 Coney Walk			12627637	Pending	11:14:38
00363:			kirby	20	Karl Tatler	p1-kt	Rod	20.02.2010	27.05.2010	Not Completed		no	20	25 Digg Lane			12627642	Pending	13:30:19
00364:			Bridgnorth	12.5	Mercian Property Inspectors	p1-MPI(AMG)	Chris Laming	20.02.2010	26.05.2010	Not Completed	Mirek	no	12.5	Redholme			12627627	Being Drawn	17:00:25
00365:			Bridgnorth	12.5	Mercian Property Inspectors	p1-MPI(AMG)	Chris Laming	20.02.2010	20.05.2010	21.05.2010	Dylan	no	12.5	11 St Marys Road			12627523	Email Approved	16:10:50
00366:			Bridgnorth	12.5	Mercian Property Inspectors	p1-MPI(AMG)	Chris Laming	20.02.2010	20.05.2010	21.05.2010	Dylan	no	12.5	The Halt 36 Ombersley Road			12627524	Email Approved	16:11:48
00367:			Bridgnorth	12.5	Mercian Property Inspectors	p1-MPI(AMG)	Chris Laming	20.02.2010	04.05.2010	06.05.2010	Michael	no	12.5	Jubilee Bell Close			12627230	Email Approved	16:32:53
00368:			Bridgnorth	12.5	Mercian Property Inspectors	p1-MPI(AMG)	Chris Laming	20.02.2010	11.05.2010	12.05.2010	Michael	no	12.5	21 Oak Tree Drive			12627337	Email Approved	09:11:20
00369:			Bridgnorth	12.5	Mercian Property Inspectors	p1-MPI(AMG)	Chris Laming	20.02.2010	19.05.2010	27.05.2010	Michael	no	12.5	7 Whittingham Court			12627487	Email Approved	12:10:15
00370:			Bridgnorth	12.5	Mercian Property Inspectors	p1-MPI(AMG)	Chris Laming	20.02.2010	20.05.2010	21.05.2010	Dylan	no	12.5	47 Aintree Close			12627525	Email Approved	16:12:56
00371:			Bridgnorth	12.5	Mercian Property Inspectors	p1-MPI(AMG)	Chris Laming	20.02.2010	24.05.2010	25.05.2010	Kate	no	12.5	29 Tabbs Gardens			12627572	Email Approved	16:11:30
00372:			Bridgnorth	12.5	Mercian Property Inspectors	p1-MPI(AMG)	Chris Laming	20.02.2010	06.05.2010	07.05.2010	Michael	no	12.5	48 St Johns Avenue			12627267	Email Approved	09:41:30
00373:			Bridgnorth	12.5	Mercian Property Inspectors	p1-MPI(AMG)	Chris Laming	20.02.2010	17.05.2010	19.05.2010	Michael	no	12.5	Autumn Cottage			12627453	Email Approved	13:22:56
00374:			Bridgnorth	12.5	Mercian Property Inspectors	p1-MPI(AMG)	Chris Laming	20.02.2010	18.05.2010	19.05.2010	Michael	no	12.5	33 Southall Drive			12627473	Email Approved	16:44:00
00375:			Bridgnorth	12.5	Mercian Property Inspectors	p1-MPI(AMG)	Chris Laming	20.02.2010	25.05.2010	27.05.2010	Michael	no	12.5	48 Britannia Gardens			12627603	Email Approved	16:43:25
00376:		7.5	Bridgnorth	12.5	Nick Tart	p1-NTartRes	Nick Tart	20.02.2010	19.05.2010	19.05.2010	Bev	no		26 Oaklands (Reformatted Archive)			12627482	Email Approved	10:29:43
00377:			Bridgnorth	12.5	Nick Tart	p1-NTartRes	Nick Tart	20.02.2010	21.05.2010	22.05.2010	Bev	no	12.5	Worfield House	0		12627549	Email Approved	16:36:48
00378:			Bridgnorth	12.5	Nick Tart	p1-NTartRes	Nick Tart	20.02.2010	21.05.2010	22.05.2010	Dylan	no	12.5	11 Greyfriars			12627526	Email Approved	08:31:50
00379:			Bridgnorth	12.5	Nick Tart	p1-NTartRes	Nick Tart	20.02.2010	25.05.2010	26.05.2010	Kate	no	12.5	96 Yew Tree Grove			12627588	Email Approved	12:29:04
00380:			Bridgnorth	12.5	Nick Tart	p1-NTartRes	Nick Tart	20.02.2010	07.05.2010	10.05.2010	Michael	no	12.5	14 Cricket Meadow			12627293	Email Approved	14:03:24
00381:			Bridgnorth	12.5	Nick Tart	p1-NTartRes	Nick Tart	20.02.2010	12.05.2010	13.05.2010	Michael	no	12.5	Deepdale Cottage			12627392	Email Approved	17:53:34
00382:			Bridgnorth	12.5	Nick Tart	p1-NTartRes	Nick Tart	20.02.2010	27.05.2010	Not Completed		no	12.5	64 Birchlands			12627644	Pending	15:31:04
00383:			Bridgnorth	12.5	Nick Tart	p1-NTartRes	Nick Tart	20.02.2010	27.05.2010	Not Completed		no	12.5	30 Kings Loade			12627645	Pending	15:31:48
00384:			Ironbridge	12.5	Nick Tart	p1-NTiron	John	20.02.2010	19.05.2010	19.05.2010	Bev	no	12.5	66 Coronation Crescent			12627478	Email Approved	07:10:00
00385:			Ironbridge	12.5	Nick Tart	p1-NTiron	John	20.02.2010	06.05.2010	07.05.2010	Michael	no	12.5	Aulay Homer			12627270	Email Approved	12:11:42
00386:			Ironbridge	12.5	Nick Tart	p1-NTiron	John	20.02.2010	12.05.2010	13.05.2010	Michael	no	12.5	19 Russell Road			12627385	Email Approved	15:52:13
00387:			Ironbridge	12.5	Nick Tart	p1-NTiron	John	20.02.2010	21.05.2010	24.05.2010	Michael	no	12.5	The Thatch			12627536	Email Approved	11:56:12
00388:			Ironbridge	12.5	Nick Tart	p1-NTiron	John	20.02.2010	25.05.2010	26.05.2010	Mirek	no	12.5	The Coach House Park Lane	0		12627584	Email Approved	11:44:04
00389:		7.5	Telford	12.5	Nick Tart	p1-NTtel	Paul	20.02.2010	07.05.2010	07.05.2010	Bev	no		74 Lawley Gate (Archive)			12627285	Email Approved	10:35:08
00390:		7.5	Telford	12.5	Nick Tart	p1-NTtel	Paul	20.02.2010	11.05.2010	11.05.2010	Bev	no		6 Low Valley Close (Archive)			12627353	Email Approved	14:40:49
00391:		7.5	Telford	12.5	Nick Tart	p1-NTtel	Paul	20.02.2010	14.05.2010	14.05.2010	Bev	no		24a The Oaks Saltwells Drive (Archive)			12627416	Email Approved	08:37:56
00392:			Telford	12.5	Nick Tart	p1-NTtel	Paul	20.02.2010	21.05.2010	24.05.2010	Michael	no	12.5	48 Park Street			12627544	Email Approved	14:41:46
00393:			Telford	12.5	Nick Tart	p1-NTtel	Paul	20.02.2010	21.05.2010	24.05.2010	Michael	no	12.5	77 Woodside Road			12627545	Email Approved	14:42:24
00394:			Telford	12.5	Nick Tart	p1-NTtel	Paul	20.02.2010	26.05.2010	27.05.2010	Michael	no	12.5	6 St Aubin Drive			12627604	Email Approved	08:45:52
00395:			Telford	12.5	Nick Tart	p1-NTtel	Paul	20.02.2010	01.05.2010	Not Completed		no	12.5	10 Dean Close			12627206	On Hold	16:41:47
00396:			Tettenhall	12.5	Nick Tart	p1-NTartTett	Steve Reade	20.02.2010	11.05.2010	13.05.2010	Bev	no	12.5	41 Lower Street	0		12627360	Email Approved	16:05:02
00397:			London	27.5	Parkers	P1-ParkE	Dee	20.02.2010	21.05.2010	22.05.2010	Bev	no	27.5	114 Shardeloes Road		3	12627530	Email Approved	08:35:10
00398:		7.5	Melton Mowbray		Shouler & Son	p1-ShoulerM	Simon	20.02.2010	14.05.2010	14.05.2010	Bev	no		49 Eastfield Avenue (Archive)			12627422	Email Approved	12:03:56
00399:2	5.5		Melton Mowbray		Shouler & Son	p1-ShoulerM	Simon	20.02.2010	14.05.2010	14.05.2010	Bev	no		49 Eastfield Avenue (Reformat)			12627423	Email Approved	12:04:07
00400:			Melton Mowbray	55	Shouler & Son	p1-ShoulerM	Simon	20.02.2010	24.05.2010	26.05.2010	Kate	no	55	Brownston House School Lane		289950	12627563	Email Approved	10:34:00
00401:			Melton Mowbray	35	Shouler & Son	p1-ShoulerM	Simon	20.02.2010	25.05.2010	27.05.2010	Kate	no	35	28 West Road		89950	12627593	Email Approved	13:18:28
00402:			Melton Mowbray	55	Shouler & Son	p1-ShoulerM	Simon	20.02.2010	05.05.2010	06.05.2010	Michael	no	55	1 Leicester Road		350000	12627238	Email Approved	13:25:56
00403:			Melton Mowbray	55	Shouler & Son	p1-ShoulerM	Simon	20.02.2010	10.05.2010	17.05.2010	Michael	no	55	The Stables 14 King Street		389950	12627309	Email Approved	10:14:18
00404:			Melton Mowbray	35	Shouler & Son	p1-ShoulerM	Simon	20.02.2010	26.05.2010	27.05.2010	Michael	no	35	Plots 1-4 1 Garden Lane		125000	12627608	Email Approved	10:55:21
00405:			Oakham	35	Shouler & Son	p1-ShoulerOak	Charlotte Crosby	20.02.2010	21.05.2010	24.05.2010	Michael	no	35	Flat 1 Waltham House		115000	12627541	Email Approved	13:56:44
00406:			Bedfont	15	Temple Knight and Ellis	p1-TKE	Graham Templeman	20.02.2010	04.05.2010	11.05.2010	Michael	no	15	29 Shakespear Avenue			12627219	Email Approved	11:09:28
00407:			Bedfont	15	Temple Knight and Ellis	p1-TKE	Graham Templeman	20.02.2010	06.05.2010	07.05.2010	Michael	no	15	12 Marriott Close			12627268	Email Approved	10:07:59
00408:		7.5			Virtually There 360 Ltd	p1-VT	Colin Lawton	20.02.2010	21.05.2010	21.05.2010	Bev	no		Talbot Bridge House (Archive)			12627533	Email Approved	09:14:18
00409:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	26.05.2010	Not Completed	Kate	no	23.75	4 Winton Road			12627625	Being Drawn	15:42:48
00410:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	27.05.2010	Not Completed	Mirek	no	23.75	42 Brunswick Road			12627628	Being Drawn	09:07:23
00411:			Hale	22.5	Watersons	p1-Watersons	Daniel Cash	20.02.2010	07.05.2010	10.05.2010	Michael	no	22.5	238 Park Road			12627290	Email Approved	14:00:16
00412:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	11.05.2010	12.05.2010	Bev	no	23.75	5 Well Green Close			12627357	Email Approved	15:24:49
00413:		7.5	Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	12.05.2010	13.05.2010	Bev	no		9 Delahays Road (Archive)			12627381	Email Approved	15:45:53
00414:2	5.5		Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	12.05.2010	13.05.2010	Bev	no		9 Delahays Road (Amendment)			12627382	Email Approved	15:46:02
00415:2	5.5		Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	13.05.2010	13.05.2010	Bev	no		9 Lichfield Avenue (Amendment)			12627400	Email Approved	10:14:53
00416:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	17.05.2010	19.05.2010	Bev	no	23.75	52 New Street			12627432	Email Approved	07:57:54
00417:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	02.05.2010	17.05.2010	Dylan	no	23.75	36 Stanfold Road			12627212	Email Approved	08:48:22
00418:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	13.05.2010	14.05.2010	Dylan	no	23.75	5 Prestbury Avenue			12627410	Email Approved	16:41:00
00419:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	02.05.2010	06.05.2010	Michael	no	23.75	40 Ollerbarrow Road			12627208	Email Approved	08:41:30
00420:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	06.05.2010	07.05.2010	Michael	no	23.75	5 Elmlea			12627260	Email Approved	08:51:34
00421:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	06.05.2010	07.05.2010	Michael	no	23.75	10 Green Lane North			12627261	Email Approved	08:52:08
00422:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	06.05.2010	10.05.2010	Michael	no	23.75	2 Broom Road			12627274	Email Approved	13:32:23
00423:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	07.05.2010	10.05.2010	Michael	no	23.75	36 Charter Road			12627295	Email Approved	14:34:44
00424:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	07.05.2010	10.05.2010	Michael	no	23.75	44 Hillcroft Road			12627297	Email Approved	16:00:28
00425:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	11.05.2010	12.05.2010	Michael	no	23.75	4 Egerton Moss			12627351	Email Approved	14:21:06
00426:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	12.05.2010	13.05.2010	Michael	no	23.75	9 The Crescent Bucklow Hill			12627371	Email Approved	10:04:10
00427:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	12.05.2010	12.05.2010	Michael	no	23.75	3 Airedale Court			12627372	Email Approved	10:06:09
00428:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	12.05.2010	13.05.2010	Michael	no	23.75	9 Leigh Road			12627380	Email Approved	15:43:48
00429:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	12.05.2010	13.05.2010	Michael	no	23.75	22 Sinderland Road			12627393	Email Approved	17:55:24
00430:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	17.05.2010	17.05.2010	Michael	no	23.75	13 Acacia Avenue			12627433	Email Approved	07:59:31
00431:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	20.05.2010	20.05.2010	Michael	no	23.75	32 Pennymoor Drive			12627499	Email Approved	08:30:51
00432:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	21.05.2010	24.05.2010	Michael	no	23.75	35 Lawrence Road			12627527	Email Approved	08:32:38
00433:			Hale	23.75	Watersons	p1-Watersons	Peter Waterson	20.02.2010	21.05.2010	24.05.2010	Michael	no	23.75	14 Albert Road			12627528	Email Approved	08:33:20
